content,sentiment
"Spesifikasi HP sepertinya berpengaruh. Verifikasi ktp menggunakan photo selalu gagal dari xiaomi note 4, tapi ketika saya menggunakan xiaomi note 8 verifikasi berjalan tanpa masalah. Sepertinya harus di koreksi dlu pak, dengan berbagai spek hp tipe lama. Semangat pak. Ditunggu segera fitur pendaftaran SIMnya. Terimakasih karena pastinya memudahkan akses dan informasi.",Positif
"Sangat membantu ketika proses perpanjang SIM dapat dilakukan dengan mudah hanya menggunakan smartphone. Namun masih ditemukan banyak kendala pada aplikasi ini, seperti verifikasi KTP yang sulit, digitalisasi SIM C yang hampir tidak mungkin dapat dilakukan.",Positif
"Setelah berusaha otak atik sendiri, akhirnya tinggal nunggu SIM diterima. Rating cuma 4, soalnya masih bnyak kurangnya.",Positif
Masih blm mengerti,Positif
Udah membaik sampai erikees dan ppsi tinggal lokasi satpas tidak tampil semua,Positif
"Perpanjang sim melalui aplikasi ini berhenti di lokasi wilayah polda /satpas ,ketika saya searching buat wilaya polda jabar ga muncul muncul ,wilayah yg muncul cmn 3 ,metro jaya, jatim dan bali ,tolong perbaiki secepat nya,saya sudah membayar tes psikolog di apk E-PPsi di nyatakan sudah lulus ,apk E-Rikkes juga sudah lulus jga , takut nya masa berlaku nya keburu habis ,mau telp ke call center pun tidak tau harus kemana saya telp nya ,,,",Positif
Mantaap,Positif
"Alhamdulillah sudah bisa diakses, dan berhasil membuat pengajuan SIM. Semoga simnya cepat jadi dan dikirim ke alamat penerima",Positif
Semoga bisa mengurangi pungli dan praktek percaloan dll spt saat ini semangat pak sigit dan pak koorlatas polri👍👍👍(Perpanjang SIM dapat nota pembayaran tanpa jumblah nominal tau2 diminta byr saja walau tdk sesuai dengan nominal yg diterbitkan di koorlantas atau pemerintah)☺,Positif
Kasih 5 STARS....!!! Sudah bisa masuk namun dalam melengkapi data diri seperti SIM dan No.SIM masih belum bisa.,Positif
Sangat membantu,Positif
Ikuti Kemajuan zaman now salut POLRI,Positif
Terimakasih polri memberi layanan untuk kemudahan kedepan,Positif
"Kenapa tidak bisa verifikasi, trus untuk foto profil gak berubah padahal sudah di buat tapi tetap saja tidak ada perubahan",Positif
"bagus sangat bermanfaat dan saran saya kepada korlantas sosialisasi ke desa desa agar tidak tertinggal dan bisa memanfaatkan aplikasi ini , terima kasih",Positif
"Sangat membantu,tp masih lembat nich sistemnya...nunggu link vertifikasi dr pagi smp jam 11.30 blm masuk..mohon di perbaiki lagi ya.",Positif
"Keren, verifikasi nya cuma sering gagal nya, Alhamdulillah sudah selesai semua persyaratan. sekarang tinggal nunggu . Keren sih maju terus untuk polri dan aplikasinya harap selalu di perbaiki agar lebih nyaman🙏👍🏽",Positif
Kenapa kode otp tidak masuk yah ke nomor saya?,Positif
"Alhamdulillah saya sudah bs semua,,,walaupun blm sempurna,,cek SIM,sim bnr bnr masuk data dikorlantas apa tdknya bs ketahuan,,,masukan no SIM kaluar data SIM kita,,dibuat dimana juga tau...mantap..semoga aplikasinya diperbaiki lagi ...",Positif
Perpanjang SIM sekarang jadi gak ribet.. mantap.. penggunaan aplikasi sangat mudah.. buat yang masih gagal coba di cek sambungan internet nya bermasalah atau tidak..,Positif
Kode otp tidak terkirim ke nomer hp yg didaftarkan,Positif
Ok,Positif
Aplikasi ini sangat bermanfaat bagi masyarakat,Positif
mau tanya kenapa memasukkna nama satpas belum bisa ya ?,Positif
"Berhasil menyelesaikan proses perpanjangan, namun pilihan satpas masih sedikit. Setelah selesai pembayaran apakah tinggal menunggu pengiriman sim?",Positif
"Terima kasih , Korlantas Polri , Tetap Sukses Di Era Digital indonesia ini yg sudah masuk ke Era Revolusi Indrustri 5 ini.... Sukses Polri ...Bravo NKRI.🙏🤝👍👍👍",Positif
"Alhamdulillah Aplikasinya sudah bagus, lancar, step demi step berjalan lancar...kedepannya untuk pembayaran pajak bermotor, baik 1 tahunan atau 5 tahunan juga balik nama bisa online.....👍👍👍",Positif
Semoga semakin cepat diperbarui. Dan fitur-fitur nya di aktifkan.,Positif
"Bravo Polri..,👍👏",Positif
Kasih bintang 4 dlu klo bagus kasih 5 bintang.,Positif
"buat aplikasi kok. kayak gak ikhlas gini, giliran buat pin susah bgt muncul terjadi kesalahan/ not valid. padahal pasword sudah benar.",Positif
Semoga bermanfaat bagi masyarakat....,Positif
Kenapa saya daftar sim muncul notifikasi layanan belum tersedia?,Positif
Saya sudah mau proses pembayaran final. Tapi saat pilih metode pembayaran tidak bisa. Kemudian kode pos juga salah input.. apa otomatis batal jika belum dibayar 1x24 jam,Positif
"Terlambat memperpanjang SIM, sebaiknya menggunakan sistem denda seperti pajak, bukan membuat baru yang dapat berpotensi cara ""instan"".",Positif
"Bagi yg gak lolos verifikasi buka mulut, kedap-kedip geleng-geleng leng manggut-manggut gut dll. Coba posisi hp sama mukanya agak dijauhin trus mata harus ttp fokus liat ke kamera, pelan aja coba manggutnya yg penting fokus ke kamera",Positif
"Baru 3 polda doang ya min, metro, jatim dan bali, Polda yang lain kapan menyusul, semoga secepatnya..",Positif
Ok,Positif
Bagus,Positif
"Mantul, memudahkan",Positif
Saya suka sekali aplikasi ini sangat menarik,Positif
Kenapa kode verifikasinya gk masuk2 ya,Positif
Mudah nggak ribet,Positif
Terimakasih pak polisi aplikasi ini sangat membantu masyarakat dlm berurusan,Positif
Mantap dngn adanya pendaftaran sim secara online masyarakat merasa sangat terbantu,Positif
"Saya sementara mencoba , mudahmudahan dgn aplikasi ini saya bisah memiliki SIM dgn cepat.",Positif
"4 bintang dulu ya pak,wajar aplikasi baru launching..belum sempurna,semoga kedepan lebih baik. Gojek untuk jadi aplikasi yg baik aja butuh beberapa tahun.semoga team it polri lebih cepat mengatasi bug di aplikasi.semangat pak 👍",Positif
Mantap aplikasinya pak polisi...mempermudah kami masyarakat untuk berurusan ...👍👍👍,Positif
Aplikasi sangat membantu,Positif
Sangat membantuuuuuu,Positif
"kudu sabar pakai aplikasinya, perlu dicoba terus sampai berhasil, bagaimanapun semua yang untuk kebaikan dan kemajuan harus didukung, semoga makin baik kedepannya",Positif
Sangat bermanfaat 🙏,Positif
Aplikasi macam mana pula ini. Hantar sms tak boleh. Periksa kad pengenalan tak boleh. Periksa lesen memandu tak boleh. Bagaimana boleh berlaku? Hanya 5 bintang awak beri. Tak lebih,Positif
Semoga kedepannya lebih baik. Bravo POLRI,Positif
"Meski masih banyak BUG,tp smoga kedepannya terus di BUG Fix karena bermanfaat kedepannya",Positif
Yg namanya versi perdana biasanya banyak kekurangannya. Aplikasi ini punya masa depan bagus. Pantas didukung supaya gak ada lagi itu calo2 di polres.,Positif
"Banyak yg kasih bintang 1 tapi saya kasih bintang 5 supaya kalau ditilang nanti saya tunjukan app ini dan bilang: pak saya kasih bintang 5, damai lah. Diskon 50 persen lah",Positif
"Setelah berjuang 2 hari tanpa lelah, tanpa tidur, tanpa makan (memang lagi puasa) akhirnya dapat tambah sim. Bintang nambah satu. Lebih baik bersusah payah di app dari pada bersusah payah di polres untuk dapat sim",Positif
Masookkkk,Positif
"memberikan pelayanan tanpa batass, terbaikkkk 👍👍👍👍",Positif
Verifikasi wajah sulit amat Pak Pol kyk Verifikasi Pinjol ....udah poto senyam senyum seperti kambing congek masih aja gagal Pak Pol,Positif
"Kemajuan besar untuk Polri. Selamat. Kalau boleh kasih saran, jangan buru2 launching. Ada tahapannya dalam membangun system.",Positif
Jangan bilang apk ini cuma konten,Positif
Eh ya mbokan,Positif
Mantap,Positif
Semoga Polri semakin jaya,Positif
"Hari ini lebih baik dari kemarin. Sudah bisa verifikasi ktp. Sepertinya tim teknisnya terus bekerja memperbaiki system. Semoga terus membaik, gak error lagi. Mungkin sebulan lagi sudah stabil",Positif
untuk sim yang gagal digitalisasi kenapa ya? dan solusinya? soalnya untuk scan fisik kartu lama sekali prosesnya.,Positif
"Barundownloaf trus install di hp , kok ga mau nyimpen data2x saya ?? Capek nulisnya gagal mulu berkali kali",Positif
Sangat bermanfaat sekali,Positif
Keren & Mantap Aplikasinya 👍,Positif
"Mantap, sambil nonton bisa perpanjang sim",Positif
"Sejauh ini sudah baik, cuma masih banyak fitur yg coming soon. Semoga lebih baik lagi kedepannya",Positif
Terhubung aplikasi erikkes tpi dijawa timur cuma ada 2 kota saja. Mohon dikoneksikan semua wilayah 🙏🙏,Positif
"Akhirnya bisa juga masuk,semoga bisa lebih membantu & mempermudah pembuatan maupun perpanjang sim",Positif
Minta bantuan no yang bisa di hubungi soalnya mau transfer tidak bisa,Positif
Sudah bisa masuk..terima kasih telah memberikan kemudahan dalam membuat sim..semoga makin sukses 🙏,Positif
"Mantap lanjutkan terus bug fix nya,, semoga kedepannya lebih bagus dan mudah lagi utk digunakan ...",Positif
"Habis SIM, Buatin Aplikasi perpanjangan STNK donk..",Positif
Ok,Positif
"Mohon maaf, saya selalu gagal setelah mendapatkan otp, untuk memasukkan nomor pin via HP..itu kenapa yah min ?",Positif
Jos,Positif
Akhirnya berhasil melewati semua proses.. tinggal menunggu kiriman dari kantor POS.. Terima Kasih,Positif
Selamat.. Siang Bapak Kapolri&Bapak Korlantas mohon maaf aplikasinya susah banget lemot sekali Daftar susah begitu bisah masuk Nuggu Kiriman otp nya saya nungguin 24 jam kagak dapat juga itu otp tahu nyangkut di mana otp nya.. Tolong pak aplikasi nya di betulin lagi yg lebih baik.. Lagi agar masarakat merasah terbantu dengan aplikasi yg bapak bikin di erah digitalisasi. Tapi tetap saya kasih suport untuk bapak bapak kepolisian RI semoga makin sukses selaluuu.. 👍👍mantaaaap,Positif
Good,Positif
"Kode OTP Nya nggak masuk² sihhh pas masukin no. HP..???? Tolong di perbaiki,, antusias masyarakat sudah bagus.. Ada kemajuan dr KORLANTAS PORLI.. Semangat terus..",Positif
"Saya kasih bintang empat dulu,giliran nmr hp ya bisa sekarang kode perivikasih kode ya yang yang gk bisa gmna ni? Ampun dah ama aplikasih korlantas sekarang pin ya yang error kalo belum sempurna jangan bikin aplikasih...",Positif
Mantap,Positif
"Belum bagus, fasilitas kesehatan di Tangsel tidak ada, baru ada yg di Gatsu. Sudah bisa s.d pembayaran tinggal tunggu hasil. Total biaya perpanjang SIM A plus jasa kirim ( pos) perpanjang Rp.80.000, biaya jasa 10.000, pengiriman Rp.24.400, tes psikologi Rp.27.500 total :Rp.141.400 .Semoga cepat",Positif
Sukses selalu.,Positif
"Konfirmasi pas abis isi nomor terus buat pin tidak bisa , tertera terjadi kesalahan mohon diperbaiki. Terima kasih",Positif
Mantap saya langsung mau bikin,Positif
bagus,Positif
Coba percepet perkembangan sim online nya,Positif
Sangat Bermanfaat,Positif
"Dideskripsi dijelaskan yang baru adalah "" OTP BUG FIX"" tetapi saya masukan kode OTP selalu ""Not Match"", saya coba berulang-ulang baru bisa, terus saat kode OTP masuk terjadi kesalahan terus saat konfirmasi PIN , tolong diperbaiki untuk Developernya soalnya aplikasi ini akan sangat membantu sekali buat masyarakat disaat sekarang ini.Terima kasih",Positif
Sangat bagus,Positif
Semoga bisa mempermudah dalam mengurus sim,Positif
"Bug otp sudah di, update",Positif
"Baguuus, tidak bisa masuk ke halaman konfirmasi kata sandi. Jadi hanya stuck disitu aja. Perbaiki, ujicoba, baru realisasi... Duh",Positif
"Terobosan yang bagus dan sangat membantu masyarakat untuk mengurus SIM dan layanan lainya,tetapi kenapa setiap mau login ketika meminta kode OTP selalu tidak terkirim kode OTP nya via sms ke no saya ya",Positif
"Ini aplikasi masih tahap pengembangan jadi wajar banyak bug atau kejadian yang kurang mengenakkan lainnya, tapi jangan kasih bintang 1 juga, ntar hilang appnya kita yang susah, sudah dipermudah mari kita dukung sama sama, jangan mempersulit polri, kasih saran kasih bintang bagus",Positif
Minta kode otp kok sulit banget,Positif
Maju Terus Kepolisian Republik Indonesia dengan Teknologi yang Ada kita Bisa,Positif
Bagus aplilasi tapi kalo baru pertama emang agak binggung ada beberapa yg harus di benahi tapi cukup bagus,Positif
Sangat baik,Positif
Mantap,Positif
"Pak, kenapa yaaa saya tdk bisa mendapatkan kode otp nya, nomernya bener kok. Dari kemarin dah coba tapi belum bisa juga-_-",Positif
The best,Positif
ok,Positif
Yg penting sabar aja saat pertama kali verifikasi...,Positif
"Semoga aplikasi ini bisa berjaya, untuk SIM yg lebih Sehat. Test Praktek yg lebih sportif .. Lalu lintas yg lebih Tertib.. Jayalah Indonesia",Positif
Kode otp Nya ngga muncul,Positif
"Sangat bermanfaat, semoga kedepannya menjadi lebih baik lagi 🙏🙏🙏 BRAVO POLRI atas terobosan dan inovasi demi memberikan pelayanan terbaik ini kepada masyarakat Indonesia👍👍👍",Positif
Kenapa ya kode OTP nya tidak mau masuk SMS? 🙏😔😔😔 (Udah dicoba berulang kali),Positif
"semoga makin terus berkembang aplikasi , semakin mempermudah",Positif
"Semoga untuk PERPANJANGAN S I M BI juga bisa melalui app ini pak polisi ya,krn bnyk pengeluaran kalau ke SATPAS",Positif
Aplikasi yang sangat membantu dan memudahkan dalam pengurusan SIM,Positif
Aplikasi ini semoga bermanfaat bagi masyarakat 🙏🙏,Positif
"Mantap.Sangat membantu, minimal waktu pulang pergi👍",Positif
"Nice, tingkatkan terus aplikasinya.",Positif
Trma ksh POLRI smoga bermanfaat bagi masyarakat,Positif
Mantap....,Positif
Bagus biar ga ada pungli.... Perpanjang SIM dmobil keliling diminta 150 rb apa ga pungli itu,Positif
Selalu gagal ketika mau login,Positif
"Belum bisa login di awal, masih eror mulu",Positif
Nomer OTP SMS NYA LAMA... GA KUNJUNG DATANG...PADAHAL AKU MENUNGGUMU...KALO KAMU TAK KUNJUNG DATANG GIMANA BUAT BUKA APLIKASI nya...OTP..oh...OTP...dimana kamu nyangkutnya nomer OTP?,Positif
Gak masuk2 udah ketik nomor hp tetep gak bisa ke buka..gimana caranya,Positif
The best bravo,Positif
Baru mau coba..dulu,Positif
Oke,Positif
Sangat membantu,Positif
Kenapa ya ga bisa masukkan kode otp . Muter terus . Loading trs pak,Positif
Semoga Mantul..,Positif
Sangat membantu,Positif
"Semoga bermanfaat, dan memudahkan masyarakat.",Positif
"Semoga kedepannya lebih maju, dan lebih baik lagi... BRAVO POLRI....",Positif
Kode OTP nya gak dapet-dapet.,Positif
Terimakasih POLRIku...,Positif
Sangat membantu sekali. Pokoknya mantaap...,Positif
apakah aplikasi ini sudah berfungsi?,Positif
mantaaaap...terubosan baru...POLRI tetap jaya,Positif
"Semoga Aplikasi nya berguna untuk masyarakat dan Korlantas Polri lebih meningkatkan kesadaran masyarakat untuk memiliki SIM,Sebaik nya Korlantas Polri bisa membuat aplikasi untuk PerPanjangan STNK OnLine Nasional untuk meningkatkan Pendapatan Pajak",Positif
Servernya Dual core apa Pak Polisi? Kok Log in aja susahnya minta ampun,Positif
Bravo polri...👍,Positif
Mantap Ndan..salah satu terobosan POLRI yang kami tunggu²...,Positif
Bagus,Positif
"Bagus kalo aplikasinya, tapi sayang blm tersedia semua dan masih dalam pembaruan, semoga aplikasi hilang sim dan lain² nya cepet tersedia yah",Positif
👍,Positif
Berfungsi nasionalkah,Positif
"Error waktu daftar verifikasi pin, mohon diperbaiki",Positif
Semoga dengan adanya aplikasi pelayanan pembuatan. Perpanjangan SIM Motor. Saya jadi mudah terima kasih Bapak Polisi yang sudah menyediakan aplikasi ini Mantap,Positif
Semoga sesuai dengan iklan dan harapan rakyat.karena apapun yang di persulit sudah jelas ada sesuatu nya.bravo korlantas polri ❤💪💪,Positif
Sip polri,Positif
Sangat membantu bagi masyarakat .,Positif
Ok,Positif
Tolong dong. Ni gimana pas unggah foto udah diterima tapi silang merah trus,Positif
"Keren, sangat membantu sekali u perpanjang SIM.",Positif
Gak bisa daftar ni kenapa ya,Positif
Cukup membantu,Positif
"@korlantaspolri Klo kode OTP'a hilang,,gmn y??",Positif
Trimakasih pak kapolru. Aplikasi ini sangat bagus. Bisa mengurangi tindak korupsi. Di Indonesia dan para calo2 semoga sadar. Cara daftar nya waktu siang apa giman. Saya daftar mlm2 tertulis tutup,Positif
Nik nya tidak terdeteksi trus,Positif
"Belum terlalu siap aplikasinya untuk diluncurkan, proses scanning masih bermasalah, validasi data masih sering mengalami kesalahan, masih banyak menu yg masih dalam pengembangan, tapi gapapa yg penting ada pergerakan",Positif
Sangat mantap,Positif
Maju terus polri bintang untuk polri..,Positif
Mantap!!,Positif
Niat nya dah bagus mempermudah pelayanan hanya perlu ditingkatkan kualitasnya aja,Positif
Mdh2n aplikasi ini bsa mmbrikan playanan terbaik unt msyarakat,Positif
Kenapa yah tidak bisa daftar??,Positif
Sudah di coba koq blm bisa,Positif
Cara masuk ke aplikasi nya gimana nih?,Positif
Ini yang ditunggu...semoga polri semakin profesional.👍👍👍,Positif
Terimakasih atas bantuannyaa,Positif
Amazing indonesia negara maju,Positif
"Tingkatkan terus pelayanan buat masyarakat,pangkas semua birokrasi yg mempersulit dan hanya menyusahkan rakyat.pasti banyak rakyat yg ingin memiliki sim asal di permudah dan tidak di persulit dengan adanya birokrasi pencalohan..",Positif
Tes dulu benar ga?,Positif
Good,Positif
Kok RPC time aut terus,Positif
Kok setiap mau masukin nomor gk bsa ya,Positif
Semoga bermanfaat bagi semua masyarakat Indonesia,Positif
Ok,Positif
baguuuuuuus,Positif
